Date;Open;High;Low;Close;Adj Close;Volume;Symbol
2007-07-10;3.15869;3.3189800000000003;3.1209700000000002;3.3001199999999997;1.598608;45156771;RENE.LS
2007-07-11;3.3567;3.54527;3.3189800000000003;3.5358400000000003;1.712793;28353417;RENE.LS
2007-07-12;3.63956;3.81871;3.60185;3.7715699999999996;1.8269819999999999;25985389;RENE.LS
2007-07-13;3.79985;3.80928;3.54527;3.6112800000000003;1.749337;12310013;RENE.LS
2007-07-16;3.6301300000000003;3.64899;3.54527;3.5641300000000005;1.7264970000000002;3556288;RENE.LS
2007-07-17;3.5547;3.6301300000000003;3.4321300000000003;3.6301300000000003;1.758468;9607385;RENE.LS
2007-07-18;3.6112800000000003;3.66785;3.5547;3.6301300000000003;1.758468;4996314;RENE.LS
2007-07-19;3.63956;3.7432800000000004;3.6207;3.7432800000000004;1.813279;7078727;RENE.LS
2007-07-20;3.7432800000000004;3.847;3.72442;3.72442;1.804142;14651549;RENE.LS
2007-07-23;3.73385;3.76214;3.6867099999999997;3.7432800000000004;1.813279;3018556;RENE.LS
2007-07-24;3.75271;3.75271;3.70557;3.7149900000000002;1.799575;1728635;RENE.LS
2007-07-25;3.7149900000000002;3.7149900000000002;3.64899;3.67728;1.7813080000000001;2985512;RENE.LS
2007-07-26;3.70557;3.72442;3.6867099999999997;3.67728;1.7813080000000001;1488319;RENE.LS
2007-07-27;3.6867099999999997;3.6867099999999997;3.60185;3.6301300000000003;1.758468;2364074;RENE.LS
2007-07-30;3.63956;3.6584199999999996;3.60185;3.6112800000000003;1.749337;801810;RENE.LS
2007-07-31;3.6301300000000003;3.6301300000000003;3.58299;3.6112800000000003;1.749337;1147456;RENE.LS
2007-08-01;3.58299;3.58299;3.52642;3.54527;1.7173610000000001;1928653;RENE.LS
2007-08-02;3.57356;3.57356;3.5547;3.5547;1.721929;528667;RENE.LS
2007-08-03;3.5641300000000005;3.57356;3.49813;3.50756;1.6990939999999999;892370;RENE.LS
2007-08-06;3.4509800000000004;3.4792699999999996;3.4227;3.44156;1.667123;1282550;RENE.LS
2007-08-07;3.46984;3.49813;3.4321300000000003;3.4792699999999996;1.6853900000000002;953666;RENE.LS
2007-08-08;3.4887;3.52642;3.46984;3.49813;1.6945259999999998;522183;RENE.LS
2007-08-09;3.50756;3.50756;3.4509800000000004;3.4792699999999996;1.6853900000000002;729542;RENE.LS
2007-08-10;3.44156;3.44156;3.3944099999999997;3.41327;1.653419;1324854;RENE.LS
2007-08-13;3.44156;3.4792699999999996;3.4227;3.46041;1.6762540000000001;420130;RENE.LS
2007-08-14;3.4509800000000004;3.46041;3.40384;3.44156;1.667123;398334;RENE.LS
2007-08-15;3.40384;3.4321300000000003;3.3567;3.40384;1.6488509999999998;481442;RENE.LS
2007-08-16;3.3567;3.3661199999999996;3.0644;3.0644;1.484423;3534520;RENE.LS
2007-08-17;2.97011;3.3001199999999997;2.97011;3.26241;1.580341;2149737;RENE.LS
2007-08-20;3.4792699999999996;3.5169900000000003;3.4321300000000003;3.49813;1.6945259999999998;2704073;RENE.LS
2007-08-21;3.5169900000000003;3.54527;3.44156;3.52642;1.70823;1751316;RENE.LS
2007-08-22;3.5358400000000003;3.5641300000000005;3.52642;3.5547;1.721929;738769;RENE.LS
2007-08-23;3.5547;3.58299;3.54527;3.54527;1.7173610000000001;625637;RENE.LS
2007-08-24;3.5358400000000003;3.5547;3.4887;3.5547;1.721929;566876;RENE.LS
2007-08-27;3.5641300000000005;3.60185;3.5641300000000005;3.5641300000000005;1.7264970000000002;713412;RENE.LS
2007-08-28;3.5641300000000005;3.5641300000000005;3.50756;3.50756;1.6990939999999999;427694;RENE.LS
2007-08-29;3.46984;3.5169900000000003;3.44156;3.50756;1.6990939999999999;859914;RENE.LS
2007-08-30;3.52642;3.54527;3.4792699999999996;3.5358400000000003;1.712793;471479;RENE.LS
2007-08-31;3.5358400000000003;3.58299;3.5169900000000003;3.58299;1.735632;660026;RENE.LS
2007-09-03;3.57356;3.57356;3.5358400000000003;3.57356;1.731065;575077;RENE.LS
2007-09-04;3.57356;3.57356;3.54527;3.5547;1.721929;309780;RENE.LS
2007-09-05;3.54527;3.5547;3.4887;3.49813;1.6945259999999998;572720;RENE.LS
2007-09-06;3.4887;3.5169900000000003;3.46041;3.5169900000000003;1.703661;569313;RENE.LS
2007-09-07;3.4792699999999996;3.5169900000000003;3.4227;3.4321300000000003;1.662555;422419;RENE.LS
2007-09-10;3.41327;3.41327;3.23412;3.3001199999999997;1.598608;1017945;RENE.LS
